target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	1014.76	14799	657.43
NM_001011562.1	863	626.763	404.669	29.1058
NM_001011563.1	2084	1847.76	4081	99.564
NM_001011564.2	1326	1089.76	530	21.9243
NM_001011565.1	3023	2786.76	83.6604	1.35332
NM_001011566.1	1503	1266.76	0	0
NM_001011567.1	4030	3793.76	0	0
NM_001011568.1	2077	1840.76	11.0399	0.270366
NM_001011570.1	582	346.942	5239	680.728
NM_001011571.1	2093	1856.76	5.5776	0.135417
NM_001011572.1	2346	2109.76	6320	135.041
NM_001011573.1	3160	2923.76	10.5175	0.162163
NM_001011574.1	1940	1703.76	792	20.9555
NM_001011575.1	2163	1926.76	45.5294	1.06524
NM_001011576.1	1195	958.763	79	3.71448
NM_001011577.1	2389	2152.76	330.022	6.91081
NM_001011578.1	5441	5204.76	3390.55	29.3665
NM_001011579.1	1430	1193.76	23193.8	875.863
NM_001011580.1	1544	1307.76	976.88	33.674
NM_001011581.1	2439	2202.76	0	0
NM_001011582.1	356	141.346	2084	664.654
NM_001011583.2	635	399.469	27559	3110.02
NM_001011584.1	1606	1369.76	0	0
NM_001011585.1	1638	1401.76	47.1641	1.51677
NM_001011586.1	2205	1968.76	0	0
NM_001011587.1	496	262.866	0	0
NM_001011588.1	724	488.036	86	7.94381
NM_001011589.1	624	388.548	432	50.1212
NM_001011590.1	574	339.011	571	75.9284
NM_001011591.1	584	348.907	1102	142.382
NM_001011592.1	1590	1353.76	1188.04	39.5613
NM_001011593.1	548	313.6	22.1801	3.18837
NM_001011594.1	4195	3958.76	24.083	0.274242
NM_001011595.1	2818	2581.76	43	0.750817
NM_001011596.1	4100	3863.76	461.695	5.38675
NM_001011597.1	2673	2436.76	169.066	3.12771
NM_001011598.1	1624	1387.76	6	0.194903
NM_001011599.1	1942	1705.76	4359.95	115.224
NM_001011600.1	2052	1815.76	160	3.97231
NM_001011601.1	1830	1593.76	19503	551.645
NM_001011602.1	2795	2558.76	25	0.440445
NM_001011603.1	1683	1446.76	523.916	16.3247
NM_001011604.3	685	449.174	1456.64	146.191
NM_001011605.1	1448	1211.76	1922	71.5019
