target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	1018.39	29092	1435
NM_001011562.1	863	630.389	42.657	3.39917
NM_001011563.1	2084	1851.39	578	15.6827
NM_001011564.2	1326	1093.39	1065	48.929
NM_001011565.1	3023	2790.39	129.601	2.3331
NM_001011566.1	1503	1270.39	0	0
NM_001011567.1	4030	3797.39	0	0
NM_001011568.1	2077	1844.39	22.0776	0.601299
NM_001011570.1	582	350.263	6404	918.435
NM_001011571.1	2093	1860.39	3.40468	0.0919314
NM_001011572.1	2346	2113.39	4228	100.496
NM_001011573.1	3160	2927.39	38.7306	0.664608
NM_001011574.1	1940	1707.39	5828	171.466
NM_001011575.1	2163	1930.39	121.473	3.16101
NM_001011576.1	1195	962.389	157	8.19484
NM_001011577.1	2389	2156.39	291.822	6.79802
NM_001011578.1	5441	5208.39	112	1.0802
NM_001011579.1	1430	1197.39	4482	188.03
NM_001011580.1	1544	1311.39	47.6077	1.82363
NM_001011581.1	2439	2206.39	0	0
NM_001011582.1	356	143.484	8794	3078.76
NM_001011583.2	635	402.968	13439	1675.28
NM_001011584.1	1606	1373.39	0	0
NM_001011585.1	1638	1405.39	60.2057	2.15195
NM_001011586.1	2205	1972.39	0	0
NM_001011587.1	496	266.096	0	0
NM_001011588.1	724	491.615	199	20.3338
NM_001011589.1	624	392.007	602	77.1425
NM_001011590.1	574	342.298	2043	299.816
NM_001011591.1	584	352.228	4076	581.302
NM_001011592.1	1590	1357.39	704.654	26.0773
NM_001011593.1	548	316.495	91.2519	14.4833
NM_001011594.1	4195	3962.39	35.7429	0.453131
NM_001011595.1	2818	2585.39	61.7546	1.19987
NM_001011596.1	4100	3867.39	1028.95	13.3649
NM_001011597.1	2673	2440.39	1013.5	20.862
NM_001011598.1	1624	1391.39	2248	81.1595
NM_001011599.1	1942	1709.39	25249	741.985
NM_001011600.1	2052	1819.39	94	2.59534
NM_001011601.1	1830	1597.39	100	3.14471
NM_001011602.1	2795	2562.39	87	1.70555
NM_001011603.1	1683	1450.39	1036.34	35.8929
NM_001011604.3	685	452.662	859.561	95.3881
NM_001011605.1	1448	1215.39	4981	205.87
NM_001011606.1	1757	1524.39	367	12.0938
NM_001011607.2	381	163.328	25	7.689
NM_001011608.1	1873	1640.39	69621	2131.99
NM_001011610.1	1612	1379.39	876.136	31.9063
NM_001011611.2	369	153.99	0	0
NM_001011612.1	304	106.614	0	0
NM_001011613.1	710	477.615	188	19.773
NM_001011614.1	688	455.662	2	0.220485
NM_001011615.1	664	431.884	3014	350.564
NM_001011616.2	680	447.662	5380	603.703
NM_001011617.1	374	157.691	5034	1603.61
NM_001011618.1	523	292.037	0	0
NM_001011619.1	1559	1326.39	37.3328	1.41387
NM_001011620.1	957	724.389	3.24796	0.225232
NM_001011621.1	3254	3021.39	1.0617	0.0176517
NM_001011622.1	1529	1296.39	26506.4	1027.09
NM_001011623.1	3376	3143.39	1.41809	0.022662
NM_001011624.1	4969	4736.39	44.9839	0.477091
NM_001011625.2	1940	1707.39	11.9072	0.350323
