target_id	length	eff_length	est_counts	tpm
NM_001010975.1	1251	1015.52	28995	1860.82
NM_001011562.1	863	627.52	121.173	12.5849
NM_001011563.1	2084	1848.52	1245	43.895
NM_001011564.2	1326	1090.52	879	52.5322
NM_001011565.1	3023	2787.52	249.926	5.84337
NM_001011566.1	1503	1267.52	0	0
NM_001011567.1	4030	3794.52	4.28894	0.0736653
NM_001011568.1	2077	1841.52	32.166	1.13839
NM_001011570.1	582	347.552	6102	1144.25
NM_001011571.1	2093	1857.52	22.8505	0.801739
NM_001011572.1	2346	2110.52	17555	542.103
NM_001011573.1	3160	2924.52	84.1827	1.87603
NM_001011574.1	1940	1704.52	18471	706.25
NM_001011575.1	2163	1927.52	51.6988	1.74804
NM_001011576.1	1195	959.52	91	6.18098
NM_001011577.1	2389	2153.52	460.507	13.9366
NM_001011578.1	5441	5205.52	415	5.19582
NM_001011579.1	1430	1194.52	208857	11395.3
NM_001011580.1	1544	1308.52	9831.16	489.66
NM_001011581.1	2439	2203.52	0	0
NM_001011582.1	356	141.345	7920	3651.88
NM_001011583.2	635	400.254	9445	1537.93
NM_001011584.1	1606	1370.52	0	0
NM_001011585.1	1638	1402.52	141.521	6.57631
NM_001011586.1	2205	1969.52	0	0
NM_001011587.1	496	263.675	0	0
NM_001011588.1	724	488.636	34	4.53485
NM_001011589.1	624	389.254	414	69.3166
NM_001011590.1	574	339.724	589	112.995
NM_001011591.1	584	349.517	1159	216.115
NM_001011592.1	1590	1354.52	643.699	30.9719
NM_001011593.1	548	314.211	34.9322	7.2456
NM_001011594.1	4195	3959.52	20.7104	0.340892
NM_001011595.1	2818	2582.52	36.6496	0.924902
NM_001011596.1	4100	3864.52	918.716	15.4937
NM_001011597.1	2673	2437.52	449.709	12.0241
NM_001011598.1	1624	1388.52	24089	1130.67
NM_001011599.1	1942	1706.52	73712.1	2815.12
NM_001011600.1	2052	1816.52	166	5.95577
NM_001011601.1	1830	1594.52	14569	595.484
NM_001011602.1	2795	2559.52	116	2.95372
NM_001011603.1	1683	1447.52	1347.82	60.6842
NM_001011604.3	685	449.914	726.786	105.28
NM_001011605.1	1448	1212.52	2351	126.367
NM_001011606.1	1757	1521.52	1032	44.2051
NM_001011607.2	381	160.885	20	8.10186
NM_001011608.1	1873	1637.52	60398	2403.84
