"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0034477",0.00194325689856201,Inf,0.00194325689856199,1,1,"U6 snRNA 3'-end processing"
"2","GO:0018209",0.00194325689856201,Inf,0.00194325689856199,1,1,"peptidyl-serine modification"
"3","GO:0035404",0.00194325689856201,Inf,0.00194325689856199,1,1,"histone-serine phosphorylation"
"4","GO:0043988",0.00194325689856201,Inf,0.00194325689856199,1,1,"histone H3-S28 phosphorylation"
"5","GO:0018105",0.00194325689856201,Inf,0.00194325689856199,1,1,"peptidyl-serine phosphorylation"
"6","GO:0048519",0.00346301008471491,12.9116883116883,0.326467158958414,3,168,"negative regulation of biological process"
"7","GO:0016572",0.00388311451391954,570.555555555556,0.00388651379712398,1,2,"histone phosphorylation"
"8","GO:0051781",0.00388311451391954,570.555555555556,0.00388651379712398,1,2,"positive regulation of cell division"
"9","GO:0060964",0.00388311451391954,570.555555555556,0.00388651379712398,1,2,"regulation of gene silencing by miRNA"
"10","GO:0060966",0.00388311451391954,570.555555555556,0.00388651379712398,1,2,"regulation of gene silencing by RNA"
"11","GO:0060968",0.00388311451391954,570.555555555556,0.00388651379712398,1,2,"regulation of gene silencing"
"12","GO:0060147",0.00388311451391954,570.555555555556,0.00388651379712398,1,2,"regulation of posttranscriptional gene silencing"
"13","GO:0032467",0.00388311451391954,570.555555555556,0.00388651379712398,1,2,"positive regulation of cytokinesis"
"14","GO:0034472",0.00581957813267175,285.222222222222,0.00582977069568597,1,3,"snRNA 3'-end processing"
"15","GO:0090068",0.00581957813267175,285.222222222222,0.00582977069568597,1,3,"positive regulation of cell cycle process"
"16","GO:0006893",0.00581957813267175,285.222222222222,0.00582977069568597,1,3,"Golgi to plasma membrane transport"
"17","GO:0098876",0.00581957813267175,285.222222222222,0.00582977069568597,1,3,"vesicle-mediated transport to the plasma membrane"
"18","GO:0043628",0.0077526530342219,190.111111111111,0.00777302759424796,1,4,"ncRNA 3'-end processing"
"19","GO:0035195",0.0077526530342219,190.111111111111,0.00777302759424796,1,4,"gene silencing by miRNA"
"20","GO:0045787",0.00968234449078753,142.555555555556,0.00971628449280995,1,5,"positive regulation of cell cycle"
