"","Gene_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","description"
"1","GeneID_100576395",204.847628194591,-4.77974917932207,1.41454808558291,-3.37899377761514,0.000727516547665867,0.0212190199086886,"kruppel homolog 1"
"2","GeneID_100578252",1241.75007410397,3.42236132439307,1.03888553054842,3.29426219131807,0.000986804050502239,0.0256010783336011,"Ets at 97D ortholog"
"3","GeneID_104796158",88.9717861372827,4.31298245172615,1.11405491047236,3.87142717220056,0.000108199985772569,0.0061221061717363,"microRNA 9865"
"4","GeneID_406091",115.326032390331,-7.07655214414267,1.81892597549615,-3.89051134541766,0.000100033199483114,0.00581378758609568,"major royal jelly protein 2"
"5","GeneID_410815",1759.42998978223,-2.74870129291702,0.789803566519617,-3.48023408533032,0.000500975859889992,0.0164158150452842,"troponin I"
"6","GeneID_412202",77.8946669655871,-5.27876874434299,1.34335941207138,-3.92952823861444,8.51126814066056e-05,0.00520953846194394,"cuticular protein 28"
"7","GeneID_550932",2937.84886316207,-2.28528649084807,0.720604579278175,-3.17134605658103,0.00151734267100256,0.0338687588857728,"arginine kinase"
"8","GeneID_677673",42326.5995534246,-4.30334617224422,1.12743480943643,-3.81693569883241,0.000135119365702426,0.00703198752414979,"odorant binding protein 14"
"9","GeneID_678510",71.804328309495,-4.68266573504639,1.54444866460943,-3.03193355813518,0.00242992683211188,0.0451298624620473,"GB15078 protein"
"10","GeneID_724079",350.019537614983,-4.72287727251996,1.54658220164055,-3.05375121187229,0.00225999416578749,0.043210733244487,"signal sequence receptor beta"
"11","GeneID_724556",140.745202866614,-3.81451757707873,1.24035456008491,-3.07534450215397,0.00210259535306682,0.0412549555968676,"cuticular protein 17"
"12","GeneID_725256",3422.10576142218,-7.48524874000284,1.24718364977647,-6.00172135141798,1.95236548918258e-09,2.11115788230276e-06,"cuticular protein 12"
"13","GeneID_725300",658.044477354757,-5.13146437711073,1.51613014882002,-3.38458039443676,0.000712871394558974,0.0209597112140421,"cuticular protein 13"
"14","LOC100187599",59.7931769222548,-6.73657392352113,1.93756892335657,-3.47681769784528,0.00050740269260269,0.0165706141087563,"uncharacterized LOC100187599"
"15","LOC100576125",114.307637085855,-4.93781939696268,1.58118406377102,-3.12286185403761,0.00179101791965507,0.0376905722107299,"nucleoporin NDC1, transcript variant X2"
"16","LOC100576198",82.6575244825434,-6.73137524719656,1.99595421067642,-3.37250985578238,0.000744864205827271,0.0215744596759256,"bromodomain-containing protein DDB_G0270170"
"17","LOC100576261",241.074500657728,3.27153513132195,1.02248926111,3.1995789645462,0.0013762848001094,0.0319665958822547,"zinc finger protein 569"
"18","LOC100576462",103.662138800184,-3.79247877602546,1.01170457956933,-3.74860295447103,0.000177822339687166,0.00819753906551081,"odorant receptor Or1"
"19","LOC100576508",53.1563990732446,-3.38504673162267,1.08692276623021,-3.11433970912495,0.00184357096111417,0.0380926382028941,"uronyl 2-sulfotransferase, transcript variant X1"
"20","LOC100576571",252.41854131074,4.46594696404975,1.32716523615841,3.36502708357311,0.000765361459454683,0.0218887129862023,"uncharacterized LOC100576571, transcript variant X2"
"21","LOC100576645",68.055959437492,5.23845622984614,1.4275080097084,3.66965102417618,0.000242881812531437,0.0103219467229517,"probable serine/threonine-protein kinase DDB_G0276461"
"22","LOC100576734",74.580046894084,-9.12754993232726,2.43032888910562,-3.75568507342488,0.000172867959567885,0.00812729943243796,"odorant receptor 13a"
"23","LOC100576789",311.461853907562,8.21424297950717,2.75157629534423,2.98528628604847,0.00283313031963982,0.0488726378434719,"leucine-rich repeat protein SHOC-2, transcript variant X1"
